id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
15086,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Mother Earth Men Check Blue Shirts
8728,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Checks Purple Shirts
13460,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,United Colors of Benetton Men Solid Green Shirts
9462,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men White Check Shirt
24050,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Locomotive Men Printed Blue T-shirt
13967,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Ed Hardy Men Printed Red Tshirts
4256,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2011.0,Casual,Inkfruit Men Grey Melange Printed T-shirt
50194,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Black T-shirt
58372,Men,Apparel,Topwear,Tshirts,Beige,Summer,2012.0,Casual,Locomotive Men Beige T-shirt
4361,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Free Authority Men's Melting Times Blue T-shirt
4319,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Kid's Unisex Free Spirit Turquoise Kidswear
9961,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Men Medals Crew White T-Shirts
6724,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Locomotive Men's Print Electric Supply Blue T-shirt
3110,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Probase Men's Western Highway Black T-shirt
13966,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Ed Hardy Men Solid White Tshirts
6272,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,UCB Men's Contrast Rib Grey T-shirt
6066,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,UCB Men's Polo Neck Striper Heavy Wash Black Pink T-shirt
22330,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,John Players Men Stripes White T-Shirt
37155,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Campbell Men Pack of 3 T-shirt
29247,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Sports,ADIDAS Men Lakers Yellow Jersey
8340,Boys,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Doodle Boy's Volleyball Champion Black White Kidswear
3943,Women,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Jealous 21 Women's Maroon T-shirt
4082,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,Inkfruit Men's Avast Ye Beige T-shirt
7012,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Classic Polo Men's Green Polo With Grey Stripes T-shirt
12884,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Spykar Men Helmet Grey T-Shirts
28844,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Proline Men Charcoal T-shirt
2091,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2010.0,Sports,ADIDAS Mens ESS 3S Polo T-shirt
10993,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Inkfruit Men Tea Kwon Do Grey Tshirts
3779,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Status Quo Men's Black Polo T-shirt
33304,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Pack of 2 T-shirts
7003,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,s.Oliver Men's Sky Polo Blue T-shirt
2847,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Mr.Men Men's Is There More Love Purple T-shirt
10465,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Flying Machine Men Paisley Purple Tshirts
7749,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Young Lords Purple T-shirt
51370,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Spykar Men Black T-shirt
37532,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Madagascar3 Infant Boys Light Blue T-Shirt
4209,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Disney Kids Boy's Green Mickey On Skates Kidswear
2615,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Black Bleed Blue T-shirt
31102,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and jony Boys Printed Red T-shirt
18618,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Puma Men Team Essential Moonlight Steelblue Polo Tshirts
7817,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Proline Men Purple Striped Polo T-shirt
23973,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Peter England Men Purple Printed T-shirt
4371,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Mickey Men's Pluto Order Comic Charcoal T-shirt
3082,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Probase Men's Cartoon Navy T-shirt
24275,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Quiksilver Men Basic White T-shirt
28565,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men Air Bags Blue T-shirt
9783,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,ADIDAS Men Bnce Hop White Tshirts
13232,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Palm Tree Kids Boys Printed Orange Tshirts
57424,Women,Apparel,Topwear,Tshirts,Charcoal,Summer,2015.0,Casual,Angry Birds Women Charcoal T-shirt
38605,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Nike Men Yellow Eligible Athlete T-shirt
6551,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's Miler Singlet Blue T-shirt
2861,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Inkfruit Men's I am Hooked Green T-shirt
32768,Men,Apparel,Topwear,Tshirts,Grey,Spring,2013.0,Casual,Music Men Printed Grey T-shirt
42394,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Flying Machine Women Purple T-shirt
30647,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men U Logo Black T-shirt
23627,Men,Apparel,Topwear,Tshirts,White,Spring,2013.0,Casual,Beatles Men White Printed T-Shirt
40974,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys United Green T-shirt
33935,Men,Apparel,Topwear,Tshirts,Turquoise Blue,Summer,2012.0,Casual,ADIDAS Men Polo Turquoise Blue T-Shirt
4398,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Free Authority Men's Foil Raw Edge Washed Olive T-shirt
31586,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Mark Taylor Men Printed Yellow T-shirt
44834,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Puma Men Black Training T-shirt
4315,Unisex,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Tantra Kid's Unisex Harappa Choco Brown Kidswear
34399,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Global Response Black T-shirt
15933,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Regent Polo Club Men Solid Blue Tshirt
35880,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jungle Book Boys Royal White T-shirt
2056,Men,Apparel,Topwear,Tshirts,Grey,Winter,2010.0,Casual,Lee Men's Ten Minutes to Midnight T-shirt
2054,Men,Apparel,Topwear,Tshirts,Maroon,Winter,2010.0,Casual,Lee Men's Stone T-shirt
4402,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Billy Idol Men's Faceless Black T-shirt
5442,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Nike Women's Striped Polo Blue T-shirt
41752,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Doodle Boys Printed Yellow T-shirt
29157,Boys,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Boys Hopeland Pink T-shirt
14648,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Probase Men White Grafitti Black Tshirts
9974,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Black Polo Tshirts
48448,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,French Connection Men Purple T-shirt
32924,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Status Quo Men Printed Navy Blue T-shirt
18245,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Manchester United Men Printed White Tshirt
31148,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Printed White T-shirt
4359,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Free Authority Men's Melting Records Black T-shirt
23638,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,DC Comics Men Green T-shirt
13429,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,United Colors of Benetton Men Printed Maroon Tshirts
38152,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Wildcraft Women White T-shirt
6063,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,UCB Men's Roundneck Take Good Look White T-shirt
27445,Women,Apparel,Topwear,Tshirts,Coffee Brown,Winter,2015.0,Casual,Jockey Women Coffee Brown T-shirt
2484,Women,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Puma Women Spagetti White Top
32970,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Angry Birds Men Printed Black T-shirt
6512,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,ADIDAS Men's Light Green T-shirt
34314,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Myntra Men Orange Urban T-shirt
25504,Boys,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Doodle Kids Boys Soccer Blue T-Shirt
14729,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Ed Hardy Men Don.Ed White Tshirts
40057,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue Printed T-shirt
2307,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010.0,Sports,Nike Women Purple Polo T-shirt
26479,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Ferrari Black Polo T-shirt
11363,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Tshirt
38494,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys United Green T-shirt
24911,Boys,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,United Colors of Benetton Kids Boys Grey Printed T-shirt
19581,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White Tshirt
1762,Women,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Lotto Women Cathy Blue T-shirt
27444,Women,Apparel,Topwear,Tshirts,Black,Fall,2015.0,Casual,Jockey Women Black T-shirt
26246,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Proline Men Green Polo Tshirt
26725,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Large Logo Graphic Black T-shirt
12054,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Spykar Men Printed White T-Shirts
40267,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Scullers Men Striped White T-shirt
4780,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Sports,ADIDAS Women's Balance Pink T-shirt
3769,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Status Quo Men's Blue Polo T-shirt
3991,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Mr.Men Men's Wave Rider White T-shirt
11778,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Lee Men Solid Grey Tshirts
29019,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,ADIDAS Men Color Block Navy Blue T-shirt
7006,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,s.Oliver Men's Sound Rebels Black T-shirt
39003,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Unit White T-shirt
53804,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt
14727,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Ed Hardy Men Tiger Print Blue Tshirts
16913,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011.0,Casual,Mr. Men Men Printed Grey Tshirt
10374,Women,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Women Solid Green T-shirt
15190,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Arrow Sport Men Solid Navy Blue Polo Tshirts
36001,Boys,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Ben 10 Boys Crew Orange T-shirt
17497,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Classic Polo Men Stripes Grey Polo T-Shirt
8275,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Mr.Men Men's Coral Red T-shirt
3713,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Lee Men Green Polo T-shirt
2243,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Men Stripe Polo White Polo T-shirt
16191,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Graphic White TShirt
7450,Men,Apparel,Topwear,Tshirts,Cream,Summer,2011.0,Casual,Proline Men Cream Striped Polo T-shirt
46385,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,ADIDAS Men Green Printed T-shirt
8290,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Mr.Men Men's Navy Melange T-shirt
14101,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Flying Machine Men Printed White Tshirts
11008,Women,Apparel,Topwear,Tshirts,Cream,Fall,2011.0,Casual,Inkfruit Women Behind Cream Tshirts
3845,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Wrangler Men's Wild Horse Brown T-shirt
3364,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Myntra Men's Brain Blue T-shirt
8207,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Locomotive Men Solid Langworth Red T-Shirts
2680,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men's Indian Rule Blue T-shirt
4192,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Disney Kids Boy's Green Naughty Donald Kidswear
12847,Boys,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Ant Kids Boys National Champion Black Tshirts
7847,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Proline Men Black Round Neck T-shirt
30144,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Flying Machine Women Printed Black T-shirt
3788,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Basics Men White & Blue Striped Polo T-shirt
4251,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Probase Men's Crack Print Ghost Buster Grey T-shirt
2092,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,ADIDAS Mens Polo Blue Polo T-shirt
19612,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Solid Blue Tshirt
3120,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Probase Men's Freestyler Turquoise T-shirt
2340,Men,Apparel,Topwear,Tshirts,Purple,Fall,2010.0,Casual,Reebok Men Plum Shiamak Purple T-shirt
19789,Men,Apparel,Topwear,Tshirts,Orange,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Orange Tshirt
2062,Men,Apparel,Topwear,Tshirts,Grey,Winter,2010.0,Casual,Lee Mens  T-shirt
5506,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Nike Women's Yellow Casual T-shirt
32971,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Angry Birds Men Printed Blue T-shirt
31236,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men Graphic White T-shirt
11024,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Wrangler Women Purple T-shirt
24269,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Quiksilver Men Grey Printed T-shirt
25921,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Femella Women Lime Green T-shirt
38637,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Nike Men Red Delhi T-shirt
10871,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Wrangler Men Dirtcross Grey T-Shirts
32464,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Graphic Black T-shirt
3926,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Wrangler Men's Wanderer's Dream Sky T-shirt
19110,Men,Apparel,Topwear,Tshirts,Beige,Winter,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts
28928,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Mr. Men Printed Charcoal T-shirt
34100,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Doodle Boys Printed Blue T-shirt
38803,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Marvel Men Blue Printed T-shirt
36737,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Spykar Women Cult Green T-shirt
7801,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Proline Men Navy Polo T-shirt
30302,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Evil Minds Off White T-shirt
7837,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Proline Men Purple T-shirt
3519,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Men's I have Multiple Personalities White T-shirt
5153,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Wrangler Women's Side Paisley White T-shirt
58734,Men,Apparel,Topwear,Tshirts,Red,Fall,2012.0,Sports,PUMA Men Red Printed T-shirt
9778,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,ADIDAS Men  White Polo Tshirts
4042,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Rajasthan Royals Kids Authentic Replica Cricket Jersey
14922,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Mr. Men Men Sleep Placid Blue Tshirts
20670,Men,Apparel,Topwear,Tshirts,Turquoise Blue,Fall,2011.0,Casual,Classic Polo Men Striped Turquoise Blue Tshirt
33206,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Sepia Women Printed Green T-shirt
34403,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Back To The 70s Black T-shirt
2683,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Inkfruit Men's Red And Black T-shirt
53774,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White T-shirt
52148,Women,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Femella Women Red Polo T-Shirt
31271,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Calonge Graphic Red T-shirt
3792,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Basics Men Navy & White Striped Polo T-shirt
9827,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Little Miss Women Printed White T-shirt
17266,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Green  polo Tshirt
5100,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Wrangler Men's Cowboy Color Yellow T-shirt
28550,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Club Pique Polo Black T-shirt
33310,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jack & Jones Men White & Green Polo T-shirt
10377,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Printed White Tshirts
11992,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Classic Polo Men Stripes Green Tshirts
7954,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Puma Men's Knit Polo Mazarine Blue Polo T-shirt
10499,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Flying Machine Women Aspen Yellow Tshirts
22631,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Sports,Nike Women Printed Pink T-shirt
7447,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Proline Men Orange Polo T-shirt
23179,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Mark Taylor Men Yellow Printed T-shirt
17613,Boys,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Doodle Boys Catch Me Red Tshirt
31273,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Calonge Graphic Green T-shirt
43085,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Sports,Nike Women Yellow Polo Neck T-shirt
11406,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,United Colors Of Benetton Men Light Winter Blue T-Shirts
5097,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Wrangler Men's Hand Of Quality White T-shirt
38586,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Nike Women Pink Crew T-shirt
48257,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,The Amazing Spiderman Boys Red T-shirt
3529,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Myntra Men's Ear Plugs Navy Blue T-shirt
3073,Women,Apparel,Topwear,Tshirts,Tan,Summer,2011.0,Casual,Tantra Women's Cut Crap Chocolate T-shirt
6572,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's Challenger Logo Black T-shirt
10822,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Navy Blue Polo Tshirts
9984,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Sports,Nike Men As Value Runn Green T-Shirts
1814,Men,Apparel,Topwear,Tshirts,Brown,Fall,2010.0,Sports,Solognac Men Chocolate Brown  T-shirt
22611,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Sports,Nike Men Green Jersey
4203,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Disney Kids Boy's Blue Regatta Annual Competition Kidswear
37272,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Tantra Men Black Angry Anna T-shirt
3729,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Mumbai Indians Kids Match Jersey
9556,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Asem Cricket Swoosh Black T-Shirts
26471,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Classic Graphic  Navy Blue T-shirt
17513,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Classic Polo Men Stripes Black Polo T-Shirt
3778,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Status Quo Men's Green Polo T-shirt
3706,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Classic Polo Men's Grey Red & Brown Stripe T-shirt
39067,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Arrow Sport Men Green T-shirt
54940,Women,Apparel,Topwear,Tshirts,Burgundy,Summer,2012.0,Casual,Do u speak green Women Burgundy T-shirt
7784,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Proline Men Black Polo T-shirt
3520,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's Reaching The Moon Black T-shirt
12803,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Nike Women Polka Dot Grafitti Pink T-shirt
18631,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men GP Speed Navy Blue Tshirts
2047,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2010.0,Sports,ADIDAS Men's Navy Blue T-shirt
4208,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Kids Boy's Red Geo Team Kidswear
3044,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Men's Freddie Blue T-shirt
4190,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Disney Kids Boy's Yellow Little Friends Kidswear
10690,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Doodle Boy Mummy daddy me Yellow Tshirts
2041,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010.0,Sports,ADIDAS Mens Fire Grey T-shirt
26715,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Large Logo Blue T-shirt
42175,Men,Apparel,Topwear,Tshirts,White,Summer,2017.0,Casual,Status Quo Men White T-shirt
6996,Men,Apparel,Topwear,Tshirts,Brown,Spring,2011.0,Casual,Classic Polo Men's State Athletic Brown T-shirt
15200,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Arrow Sport Men Stripes Yellow Polo Tshirts
4864,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,ADIDAS Men Real Madrid White Jersey
40138,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Under The Sun Yellow T-shirt
4843,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Sher Singh Women's Black Polo T-shirt
22796,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Manchester United Men Green Tshirt
33955,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men Polo White T-shirt
3285,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Guerrilla Men's Move It Move On Green T-shirt
43498,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2012.0,Casual,French Connection Men Grey Melange T-shirt
12629,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Probase Men Printed Red Tshirts
4313,Unisex,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Tantra Kid's Unisex Elephant Pink Kidswear
18226,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Manchester United Men Printed Grey Tshirt
