image1,image2,label
54940,16969,0
51660,40308,0
10229,43958,0
3706,43514,0
40405,22942,0
47142,47232,0
47295,22894,0
34399,51364,0
56816,7306,0
43030,41348,0
59986,12328,0
2101,30043,0
16759,24275,0
51505,59811,0
43204,33310,0
35643,51465,0
11304,34473,0
20129,34167,0
49647,11332,0
26516,9901,0
24858,37489,0
36036,11045,0
37141,11196,0
51505,37070,0
10795,43333,0
28580,2307,0
32374,3263,0
43957,16913,0
16973,6063,0
9900,47231,0
3285,33900,0
57986,49546,0
10186,50406,0
33393,7837,0
59966,6405,0
8889,3387,0
46895,51562,0
21521,16771,0
45925,8586,0
13973,9498,0
25325,22171,0
19612,42256,0
27938,30302,0
4987,27561,0
12765,18033,0
38446,42263,0
39737,58493,0
54388,4936,0
33688,27561,0
54627,4987,0
29741,7006,0
30059,14896,0
35909,10393,0
12751,57261,0
18498,27887,0
24625,3779,0
42263,9260,0
44813,15675,0
57295,2680,0
16567,21976,0
3082,3504,0
38787,4209,0
33649,58505,0
48478,4251,0
57999,25276,0
41864,21976,0
53679,39003,0
4110,19581,0
2805,33280,0
51502,23269,0
33199,49559,0
41661,51584,0
31099,25503,0
36900,38832,0
47338,15889,0
4983,49551,0
16177,59986,0
3404,8134,0
48085,44560,0
1762,29184,0
41867,20154,0
3778,32561,0
31147,41355,0
4208,47179,0
33280,26246,0
41035,39724,0
35504,19762,0
3504,41990,0
39816,27561,0
44586,10585,0
11917,45027,0
31128,35648,0
8759,26343,0
54512,4934,0
28325,3729,0
12830,12012,0
47292,37298,0
31147,51448,0
23260,5987,0
43672,37746,0
19900,10216,0
11280,36036,0
6129,4604,0
57995,38494,0
16761,18618,0
38030,33310,0
30059,33310,0
49907,8805,0
47218,11280,0
13904,51499,0
26246,43249,0
21521,16511,0
16522,39816,0
42258,16120,0
47142,36900,0
12327,2847,0
47655,8805,0
40933,20613,0
3110,50431,0
28844,51501,0
42394,8520,0
50949,51623,0
33309,25333,0
54641,37856,0
58503,2805,0
28565,13973,0
4604,27019,0
21522,33997,0
26958,21524,0
11404,48466,0
21095,52670,0
11335,29743,0
39235,48499,0
39820,9256,0
46308,11404,0
22001,48472,0
36674,37209,0
31849,9231,0
45206,12961,0
59965,37272,0
58001,19281,0
43085,15889,0
51623,9141,0
27000,26706,0
35166,3943,0
8752,45041,0
26927,53601,0
13351,26220,0
29509,9659,0
14812,59222,0
43186,42217,0
9481,58372,0
4359,4934,0
43645,33249,0
57995,2683,0
54812,12884,0
43292,11243,0
13429,20915,0
9658,58269,0
2162,18736,0
11363,20146,0
6868,43571,0
15675,54007,0
57241,31821,0
37984,58001,0
27668,6320,0
21521,4972,0
12180,48257,0
59975,9064,0
28844,41859,0
10690,22882,0
47434,58492,0
53943,13351,0
44990,15086,0
34591,27672,0
12884,18735,0
26059,15200,0
48470,41653,0
22001,49879,0
42263,31126,0
31352,51370,0
43919,49516,0
2091,54829,0
43333,9783,0
13867,47493,0
2220,30798,0
6129,43292,0
2307,2711,0
57072,47794,0
38586,47361,0
29919,35880,0
39227,16761,0
52659,8483,0
22611,6059,0
9254,7817,0
45011,4256,0
59349,16759,0
38832,57072,0
58001,51502,0
45199,7817,0
34559,51426,0
48386,26707,0
2663,43547,0
58562,40560,0
47295,27868,0
57230,40160,0
17266,44568,0
2062,51566,0
43646,41348,0
15436,5943,0
5884,15889,0
10360,37723,0
2984,35523,0
29738,44824,0
26059,35543,0
6611,44924,0
48066,12884,0
48084,36901,0
41866,43632,0
11292,28325,0
25258,7006,0
30096,47661,0
51537,22395,0
51430,33688,0
24848,10822,0
56324,48525,0
22487,57075,0
5296,45885,0
2672,59985,0
2162,37418,0
16761,2054,0
31672,59874,0
41962,7164,0
7371,52148,0
21679,9974,0
39815,44930,0
47656,44553,0
36995,45003,0
31851,52660,0
20177,46894,0
5854,57057,0
20602,30018,0
44813,10814,0
14117,27871,0
43302,2101,0
43680,17129,0
23298,6867,0
56846,57231,0
51638,48187,0
32374,15190,0
53684,37532,0
50431,11426,0
40057,57940,0
40364,24686,0
44544,45127,0
29456,2663,0
31337,19581,0
18736,3110,0
27019,51556,0
9260,37472,0
9454,18193,0
48021,58001,0
11241,34522,0
20148,57074,0
42854,11935,0
21522,31097,0
57940,59811,0
3504,12338,0
20029,35523,0
3836,19581,0
31130,31148,0
27021,23287,0
10255,35562,0
27534,6996,0
54659,22888,0
16034,14117,0
17164,43633,0
41961,48470,0
9480,41875,0
11136,16765,0
32374,27668,0
32582,2047,0
44687,43277,0
48009,9064,0
2211,59991,0
51410,50776,0
10223,27931,0
43194,43957,0
17164,57994,0
13735,25908,0
11301,49516,0
32318,51596,0
48499,27871,0
41875,48485,0
26057,25907,0
14922,12758,0
18493,43204,0
53287,37295,0
20830,27392,0
38803,46308,0
41458,54679,0
45925,5768,0
34399,16042,0
27224,31050,0
4313,5599,0
28811,20459,0
29756,21976,0
31099,18193,0
12180,33876,0
33415,48467,0
37435,11336,0
13417,17266,0
44522,2343,0
27226,16177,0
12292,28565,0
34731,44932,0
3285,54627,0
47222,48468,0
35176,32581,0
48472,51566,0
27887,23900,0
12327,6130,0
10993,27743,0
11485,58439,0
32762,6405,0
50734,29322,0
36750,5851,0
45296,11334,0
16781,58503,0
35176,43161,0
56674,46903,0
27016,43653,0
16921,18226,0
9664,53774,0
10465,45263,0
51537,2224,0
10795,9974,0
12304,2307,0
7707,38830,0
8728,39284,0
37209,51537,0
11992,44944,0
15562,40405,0
9187,45041,0
31148,46739,0
43291,11235,0
45195,3387,0
49567,38786,0
41665,6572,0
49322,10488,0
33935,6320,0
8520,48386,0
39382,6868,0
44532,18756,0
43333,31352,0
50953,11485,0
14727,20154,0
6729,29919,0
44563,51501,0
19180,54973,0
9498,29497,0
45250,7817,0
12387,29937,0
19261,7784,0
45027,41141,0
32581,43291,0
51426,35592,0
35165,31337,0
10141,32762,0
7837,54017,0
33226,22943,0
22330,34038,0
16771,11342,0
24050,22385,0
58002,13755,0
26246,35562,0
58489,13060,0
25288,46277,0
57940,9454,0
43919,46980,0
47675,7006,0
38501,3073,0
3120,40999,0
44932,41996,0
4398,13487,0
47351,50948,0
47138,40923,0
39961,39227,0
15857,37929,0
41346,48470,0
37532,32582,0
9778,28442,0
46420,16239,0
42264,43334,0
29988,39740,0
11211,22575,0
43919,54677,0
52766,51584,0
59990,35537,0
29977,25503,0
23455,35504,0
50776,37200,0
58493,16517,0
8290,12311,0
11332,39737,0
9556,9454,0
51499,21118,0
16771,43633,0
15851,10438,0
37315,19770,0
9254,11308,0
25207,2984,0
18487,35554,0
33929,58809,0
56681,26471,0
40306,30018,0
33900,58493,0
39387,36901,0
54627,53804,0
5616,27016,0
36674,27018,0
41876,53211,0
46914,50734,0
18493,28565,0
2220,19789,0
32560,15190,0
7330,33057,0
12629,43377,0
9556,43037,0
4628,18735,0
33249,11342,0
33393,33206,0
51517,3943,0
33308,53921,0
3713,45155,0
49885,43249,0
40974,44553,0
3387,24275,0
25645,40129,0
30018,11942,0
51354,10476,0
27196,37409,0
5851,57047,0
35165,39780,0
13349,7749,0
31148,53897,0
43511,16778,0
58277,57048,0
20611,39384,0
14727,5874,0
32517,21976,0
20420,10702,0
9903,12803,0
47814,35647,0
37330,15190,0
33969,40928,0
40549,54812,0
14128,13966,0
3713,35910,0
7053,2672,0
15367,18168,0
50734,31147,0
3364,12965,0
27016,16771,0
44278,3706,0
58277,35504,0
17563,57940,0
4371,51498,0
39028,9064,0
2343,40364,0
33147,27444,0
20459,11693,0
13060,42837,0
54386,9147,0
34113,11426,0
40352,7447,0
51501,30183,0
16037,9174,0
37202,10702,0
8826,43277,0
46308,27226,0
24911,2697,0
29239,38839,0
57072,28325,0
54974,11468,0
48035,37929,0
43189,35166,0
57236,29432,0
47398,3044,0
25504,2704,0
31639,59262,0
30000,9420,0
14128,7167,0
4939,4780,0
54974,2484,0
53897,32762,0
26706,11404,0
38996,44824,0
20420,7306,0
37409,20154,0
43678,47292,0
26479,11918,0
43302,18245,0
51498,17266,0
31236,48476,0
49567,28324,0
41880,40352,0
46987,48382,0
12751,16320,0
58503,2211,0
44443,8134,0
4108,5442,0
5943,18486,0
12005,59970,0
11050,14128,0
29754,34871,0
21934,6824,0
57049,9778,0
27737,12758,0
4974,43681,0
38008,27534,0
15562,38030,0
35664,25272,0
9187,6320,0
15296,2213,0
52128,30144,0
41302,19612,0
43514,24858,0
51503,58425,0
25908,51503,0
10690,56676,0
27019,9718,0
12387,15933,0
51562,54040,0
15439,17165,0
12328,52623,0
23455,49874,0
44523,2697,0
17460,59349,0
26715,26707,0
10810,29939,0
48084,45926,0
46094,42209,0
22891,47398,0
57058,39816,0
49962,34473,0
31352,7164,0
46277,13062,0
16765,6779,0
39813,10393,0
2211,54491,0
29729,23627,0
15086,46530,0
41774,39003,0
49874,10871,0
6724,22385,0
41784,31653,0
46980,57052,0
34403,29456,0
21484,40974,0
37319,11943,0
37435,46739,0
57041,2821,0
43509,16973,0
47222,48472,0
16034,45192,0
29977,27226,0
37723,33997,0
11941,25609,0
5288,29907,0
39780,45151,0
7186,22891,0
23455,34064,0
26995,48470,0
14798,34015,0
52130,38823,0
29019,15673,0
48466,57424,0
42933,23298,0
38835,14053,0
57047,51498,0
47295,16320,0
18756,48028,0
31127,27019,0
32581,7167,0
27000,36776,0
45250,50951,0
25622,33662,0
19735,42175,0
33304,11353,0
51570,2710,0
35910,43677,0
44426,54017,0
41653,2340,0
46281,31273,0
29754,23051,0
54659,25503,0
29446,47115,0
27196,4715,0
10811,21095,0
45199,13429,0
26088,11350,0
20398,22487,0
38844,2847,0
10186,53804,0
10871,59256,0
20670,56676,0
10814,42264,0
23186,43645,0
13755,18486,0
3387,58734,0
20915,4984,0
45027,43637,0
36421,18754,0
25276,50194,0
26426,15967,0
44883,32581,0
41996,3713,0
34095,44553,0
17047,27006,0
9162,14729,0
54670,13672,0
54812,5975,0
58562,35440,0
38998,22398,0
25504,13062,0
47118,45263,0
47138,3044,0
54491,33310,0
48387,37955,0
48476,44532,0
7167,41035,0
45885,26220,0
17179,34566,0
12884,47138,0
39003,3833,0
16781,30798,0
18631,51482,0
11944,56678,0
15675,47689,0
40999,41784,0
48473,46458,0
30411,8486,0
51482,37272,0
54972,11243,0
43333,41869,0
10609,8240,0
43509,2224,0
7371,5851,0
10016,39286,0
47138,44824,0
16117,11301,0
56852,36536,0
8826,41571,0
20148,23665,0
11323,37418,0
28821,20613,0
56852,19789,0
4315,44544,0
32336,18847,0
26116,49907,0
4106,38997,0
46987,33147,0
36676,7817,0
54409,8789,0
27668,3577,0
58493,29918,0
9480,39823,0
25208,47118,0
54647,32971,0
51505,14788,0
52766,7784,0
43291,12961,0
27737,38030,0
59974,47378,0
27018,39285,0
9901,54627,0
4780,29939,0
33415,23895,0
11008,22787,0
20129,47661,0
6066,54659,0
13672,38755,0
49874,3583,0
30096,2680,0
47434,9147,0
58269,41653,0
7784,11354,0
12803,11484,0
40928,43632,0
53601,51498,0
18736,12333,0
18497,31111,0
39232,51532,0
9260,49646,0
41661,36995,0
20399,26059,0
43515,28928,0
22894,9157,0
36676,49631,0
44522,56852,0
34588,8181,0
37291,34399,0
42262,48476,0
34083,4987,0
13232,9902,0
47886,14101,0
40560,19825,0
51457,12044,0
47139,8275,0
42263,36995,0
44944,31164,0
22631,43179,0
49516,26725,0
11935,45264,0
23638,2805,0
29907,10792,0
29247,57261,0
32378,21524,0
58505,8889,0
33057,41873,0
9778,22001,0
16567,9611,0
50949,46530,0
51654,22893,0
11024,41605,0
8234,43629,0
47889,45174,0
21587,10690,0
21976,9162,0
40924,37155,0
10255,58505,0
39381,1762,0
11701,29754,0
33493,4940,0
56845,43659,0
10220,33660,0
27000,32378,0
52659,3779,0
42262,5611,0
51584,25661,0
31813,38844,0
22575,6996,0
2047,37435,0
40549,31046,0
6874,8520,0
43570,45000,0
38823,54974,0
37418,9175,0
37472,15888,0
46972,9659,0
44824,58800,0
34871,8826,0
47292,45273,0
8519,2101,0
32576,50194,0
26706,41010,0
34095,2672,0
50237,31099,0
51476,43632,0
34871,39780,0
5851,33660,0
7179,20830,0
15853,35176,0
51370,42209,0
25659,43030,0
7371,54512,0
38444,9260,0
11301,27561,0
38030,27892,0
57507,5153,0
16117,4042,0
51627,57074,0
30043,24686,0
34403,37209,0
42858,27224,0
40923,27445,0
31620,16111,0
57940,11992,0
48329,6870,0
9900,7441,0
47378,41653,0
10818,29447,0
35562,47294,0
13122,31586,0
22384,29907,0
7371,32762,0
11468,18185,0
27690,33955,0
48485,38993,0
26995,43637,0
37480,16913,0
31620,45041,0
32355,43333,0
13350,34599,0
25338,2101,0
4972,51532,0
29432,33493,0
31099,46458,0
2615,54033,0
47138,3769,0
57050,2661,0
51351,51556,0
11404,59991,0
36900,42262,0
2680,27561,0
43645,16921,0
49322,26928,0
8519,45296,0
41140,28580,0
48480,53941,0
46420,19581,0
41990,28844,0
10185,49885,0
38152,13417,0
44687,43546,0
7306,45155,0
41455,49067,0
34167,3845,0
54388,59981,0
40560,27018,0
44278,10186,0
36536,54665,0
37435,3943,0
41990,47655,0
14197,17164,0
9231,20918,0
14798,7707,0
16034,37409,0
51918,47178,0
11935,27678,0
41867,18631,0
58271,38996,0
42933,12327,0
26934,34871,0
52754,21587,0
41571,21583,0
54829,4933,0
4398,36901,0
45195,23895,0
36505,5943,0
11426,24789,0
18245,6130,0
37509,37266,0
46458,17816,0
11363,32762,0
37298,33662,0
27015,2984,0
13755,39285,0
3520,15857,0
24789,38839,0
48466,44990,0
26263,7164,0
16781,15367,0
35989,10792,0
43545,57056,0
9902,13283,0
3577,39028,0
47292,41605,0
10255,38844,0
12837,43304,0
34041,48009,0
6320,16778,0
50756,47391,0
27743,11235,0
33310,58269,0
47378,43645,0
46546,5943,0
23260,3520,0
49885,34570,0
11342,44521,0
45885,42936,0
4106,52130,0
50956,25218,0
49647,27561,0
20129,29446,0
47418,54940,0
12003,24194,0
11354,29507,0
21524,28580,0
12758,4648,0
45577,27196,0
2672,27892,0
33493,2307,0
59311,23973,0
52675,53921,0
19762,54409,0
48476,51400,0
41352,54388,0
8728,45041,0
58503,10822,0
39724,10609,0
29977,11024,0
27748,38996,0
32395,46530,0
33997,5974,0
38422,54670,0
24625,47232,0
4256,22942,0
57230,35647,0
16115,33304,0
39961,43629,0
47493,11135,0
9659,26707,0
26934,54665,0
2636,51465,0
36687,19261,0
8275,17131,0
6396,53804,0
22001,36900,0
6066,13417,0
52128,33415,0
50949,16115,0
16117,26430,0
29509,48386,0
31164,59965,0
43653,56678,0
48468,12965,0
22003,29919,0
47096,31352,0
25622,50431,0
4648,41008,0
34731,33929,0
26707,4604,0
7447,25150,0
49063,56845,0
52659,30412,0
47298,28844,0
2243,15868,0
6145,27672,0
34885,13349,0
3404,27534,0
43179,7709,0
50728,57049,0
43508,37079,0
41873,7186,0
40552,31124,0
49874,42598,0
46094,20283,0
19699,59980,0
2861,14712,0
15651,10811,0
4042,16510,0
2484,57075,0
46980,23451,0
42394,29756,0
29322,47295,0
43204,40923,0
31271,51657,0
44523,31147,0
27018,45028,0
49647,12012,0
37295,32517,0
2047,19762,0
47138,39286,0
40412,16320,0
3504,43204,0
25162,11315,0
51401,49631,0
53601,20387,0
13350,16973,0
51570,9160,0
53774,29729,0
19261,2710,0
29507,3044,0
31130,31821,0
25338,38786,0
7801,45113,0
42839,3926,0
31111,41774,0
3713,25258,0
9664,19612,0
53804,40517,0
39958,51410,0
25966,23196,0
41798,11331,0
2821,37197,0
19770,30000,0
27021,26376,0
27936,54972,0
20398,14648,0
13327,5442,0
13349,39737,0
19853,49516,0
25622,34871,0
51476,7330,0
11001,39816,0
44563,37209,0
22395,59222,0
53684,9170,0
16239,17513,0
12847,41869,0
33967,45192,0
36421,38152,0
59986,11917,0
22171,38844,0
34038,27379,0
54033,11342,0
22787,3729,0
45011,42933,0
47493,57058,0
39286,45027,0
51562,20611,0
27683,21583,0
43514,18847,0
53914,3263,0
13327,26220,0
41357,49631,0
45925,8895,0
10360,37202,0
41880,27678,0
46342,56816,0
39813,52675,0
51537,44688,0
16120,11136,0
36687,43514,0
57999,12357,0
11290,37955,0
10871,27015,0
39958,2162,0
13321,1762,0
23287,47179,0
35554,9667,0
47889,26088,0
17613,15651,0
49546,49516,0
38586,20387,0
29158,49322,0
13417,5100,0
47179,48035,0
53997,51638,0
10585,57052,0
18793,23260,0
16399,51660,0
43291,5442,0
31050,8486,0
53921,11342,0
2243,46425,0
50945,9212,0
16387,33649,0
13060,42175,0
13672,38828,0
50237,27223,0
26934,9902,0
51430,47650,0
10223,6789,0
15888,24068,0
42933,9231,0
18497,33493,0
35176,29945,0
10476,10438,0
45578,27892,0
48388,10702,0
20512,40160,0
6400,6059,0
48382,32336,0
39217,52675,0
25272,20154,0
34566,32924,0
35554,17513,0
7749,51660,0
47656,40553,0
15864,40923,0
20393,38605,0
4940,54491,0
29519,54386,0
38462,16567,0
20153,26707,0
4110,3082,0
4256,8759,0
17714,39816,0
38787,58439,0
39771,11284,0
23179,29919,0
51638,54007,0
23455,43085,0
48468,54017,0
51532,47096,0
47351,31851,0
41010,19110,0
41606,3845,0
5505,25325,0
47112,45041,0
5943,51532,0
37298,44539,0
58002,34559,0
44443,22395,0
56845,47378,0
26516,23451,0
19735,7837,0
54007,23900,0
57048,9900,0
5771,6066,0
7441,6015,0
58562,49559,0
16340,3926,0
9170,34586,0
58501,27025,0
39381,21976,0
19770,2054,0
15670,21679,0
9902,41798,0
26725,8889,0
45151,39067,0
42854,51644,0
44244,26355,0
11323,8134,0
20353,33304,0
47142,51556,0
11342,59990,0
27018,45189,0
15675,57048,0
17047,9565,0
15190,54017,0
6400,4974,0
52816,56828,0
45195,7817,0
22250,7801,0
51503,45174,0
47889,23037,0
37435,26958,0
29277,11196,0
39285,58267,0
20154,10141,0
57986,29920,0
18498,5097,0
8737,17047,0
12333,39740,0
6407,43633,0
25720,10585,0
4398,42256,0
4936,12803,0
22942,59349,0
51556,56845,0
3779,43652,0
5975,18754,0
41961,50776,0
14775,25242,0
7127,46573,0
51517,33393,0
36536,38494,0
46530,39958,0
23973,41996,0
47377,42394,0
11135,53897,0
59969,27018,0
41665,9556,0
25333,51457,0
3285,8586,0
37197,41302,0
37984,22385,0
27683,33310,0
44568,45199,0
44924,57041,0
53941,58560,0
20158,21521,0
35643,21524,0
29507,31164,0
51503,7970,0
14727,48473,0
47292,38839,0
11292,23297,0
47292,49322,0
9064,39813,0
50945,48467,0
3520,47115,0
48475,30442,0
44990,51364,0
57048,19260,0
59972,50756,0
16042,17053,0
31102,58425,0
31097,16120,0
24789,51499,0
24199,43377,0
28448,44990,0
6789,25272,0
4843,38836,0
45913,27936,0
43277,8895,0
41571,58173,0
17613,43546,0
32970,47138,0
51654,34064,0
25537,3263,0
46393,6272,0
49546,47096,0
31620,39816,0
30647,58809,0
24911,33283,0
8290,39813,0
32577,36693,0
18493,27743,0
29277,9003,0
13060,9141,0
12328,1814,0
41774,6400,0
29937,34064,0
11940,9783,0
11211,11941,0
3364,46972,0
47377,3504,0
37197,27444,0
42262,43680,0
13867,40138,0
12884,9565,0
9481,2683,0
36536,27226,0
45195,44834,0
15853,9712,0
3713,59974,0
15660,4106,0
14053,59222,0
51562,37746,0
11404,59972,0
47377,8340,0
43181,12180,0
45189,49067,0
20611,43678,0
45577,43632,0
52131,46393,0
36674,44522,0
38842,4864,0
45155,59972,0
59980,9174,0
35647,43194,0
56676,54040,0
40306,31100,0
38837,3779,0
11328,59996,0
37322,12629,0
59874,9141,0
29167,21584,0
5506,26376,0
22011,36798,0
56324,7140,0
9260,47222,0
7140,54974,0
58269,17266,0
10229,43194,0
11293,4983,0
24199,20283,0
29157,34599,0
37955,2636,0
39284,41784,0
35555,11292,0
17129,15673,0
47724,43509,0
31821,31271,0
34588,16973,0
59222,12866,0
7306,7450,0
52131,9101,0
4110,59969,0
35166,9162,0
25645,42834,0
48525,56674,0
4209,47377,0
13283,51566,0
40138,34113,0
45127,57241,0
6512,9254,0
3073,36687,0
41141,45151,0
11318,16781,0
15857,33393,0
21526,20146,0
2484,40412,0
20459,17714,0
43194,6320,0
45027,2861,0
42216,6824,0
57052,10792,0
33241,57074,0
54940,43510,0
16406,16117,0
33057,25288,0
35643,57075,0
34731,18670,0
12254,49516,0
11485,10374,0
37418,47170,0
43672,14775,0
34403,31849,0
25207,29497,0
9019,7186,0
28928,9420,0
59222,36693,0
5854,3285,0
15660,40267,0
37079,43304,0
20353,7127,0
14798,34041,0
31148,6059,0
11320,29907,0
18897,13246,0
58271,39217,0
32577,35165,0
14922,44568,0
24561,33929,0
21521,13867,0
22384,44443,0
10597,14788,0
29507,9101,0
11941,52557,0
12754,10194,0
11323,10690,0
47217,28928,0
33649,8889,0
28821,10374,0
23051,33646,0
20283,3583,0
10476,6403,0
57295,11136,0
44532,21584,0
47179,37480,0
17426,33649,0
53296,27672,0
2220,59969,0
53585,2154,0
21481,50946,0
28430,59984,0
26426,48469,0
44553,35440,0
59972,33246,0
33283,16037,0
43919,21524,0
43189,3778,0
40138,28580,0
11293,12837,0
13246,47115,0
39284,31099,0
35176,37503,0
9144,11404,0
43634,14896,0
4939,43485,0
24476,16191,0
34473,41008,0
38501,3729,0
26543,48387,0
2680,53609,0
46980,31236,0
39961,33929,0
56674,44883,0
40352,33310,0
31851,51501,0
45273,42933,0
10489,48448,0
40560,20283,0
59311,33393,0
16042,45264,0
44523,11058,0
46573,59972,0
26974,20399,0
11334,59311,0
35545,41355,0
4108,2680,0
45264,3504,0
44932,59965,0
54940,25661,0
4447,6066,0
8181,16239,0
59262,48478,0
41140,15068,0
31147,45578,0
12754,18169,0
43291,45113,0
16913,39724,0
15086,5854,0
9019,18895,0
11293,10216,0
37079,17613,0
59981,23900,0
39780,23453,0
54800,57846,0
44580,3120,0
11946,57074,0
15000,48387,0
42216,36505,0
12847,39961,0
29158,17613,0
32582,35176,0
51562,32581,0
51354,37291,0
41141,41346,0
33199,8290,0
2211,4082,0
40306,20512,0
15200,45028,0
6015,2663,0
7179,29497,0
49962,15070,0
44834,52130,0
49879,31099,0
17497,48480,0
35523,33304,0
11196,43334,0
43277,11293,0
49901,57999,0
37143,48525,0
14663,47295,0
14729,12292,0
10822,30059,0
41352,34473,0
36901,49546,0
9712,51448,0
11484,10445,0
12338,44521,0
12866,29979,0
43037,39227,0
13460,57072,0
47142,15853,0
58734,4447,0
40306,52660,0
20611,28333,0
16913,41035,0
16506,10223,0
16969,51457,0
57056,31653,0
59980,20420,0
57075,39232,0
58267,6551,0
27444,37418,0
21679,48399,0
48480,47139,0
57846,2211,0
27223,37509,0
6512,13351,0
6996,41008,0
48066,47338,0
52548,3404,0
42258,39821,0
34559,39217,0
14123,58492,0
19261,27022,0
51566,33688,0
41869,58501,0
2697,1762,0
12847,37291,0
31611,4319,0
10220,7441,0
34871,50945,0
51570,35176,0
52670,16406,0
43509,10255,0
43681,11946,0
17455,43509,0
47175,32299,0
12765,38444,0
9974,51426,0
14798,47676,0
56846,4864,0
33309,50406,0
36742,2710,0
47889,6724,0
4082,4628,0
54665,3769,0
54033,9903,0
23453,34473,0
57044,15068,0
11241,11946,0
58492,7003,0
36674,17976,0
8275,57503,0
18670,48485,0
47139,45146,0
20459,9718,0
36750,34522,0
41873,41962,0
12754,41571,0
6407,26715,0
56678,9618,0
46281,46896,0
42256,12837,0
50953,9974,0
41353,14775,0
34041,24686,0
46573,7749,0
34592,15888,0
30798,10229,0
16177,46500,0
59996,51356,0
17179,37322,0
48086,40522,0
16511,39737,0
33955,40553,0
7140,16111,0
27196,2062,0
39227,16162,0
51501,14729,0
25296,33929,0
54017,47676,0
51623,33969,0
3778,57074,0
14623,34591,0
21934,5884,0
39813,45264,0
28580,36505,0
46739,27672,0
49551,16921,0
58562,53941,0
10705,35644,0
16771,27019,0
48468,19789,0
30002,13867,0
48388,10818,0
34885,59811,0
38444,43653,0
11241,21945,0
20830,16177,0
2340,27015,0
22575,2056,0
22398,15888,0
25537,4251,0
12012,16512,0
48387,4319,0
25296,34167,0
37435,26057,0
12629,22384,0
34399,31643,0
22883,22611,0
4939,59973,0
15674,45151,0
25325,43545,0
49567,45199,0
17549,27936,0
22576,54641,0
51510,42394,0
58809,18487,0
28430,4936,0
29291,11917,0
44682,3845,0
38637,52816,0
53296,44990,0
49631,51623,0
40559,49063,0
21587,4933,0
37472,2710,0
33309,50406,0
9420,58734,0
48469,40517,0
17455,8720,0
35643,47814,0
7954,52130,0
40412,26426,0
23638,20487,0
35918,11058,0
53586,44443,0
41869,24050,0
18181,43625,0
27737,56852,0
5153,18486,0
20146,33430,0
37272,41990,0
15475,38422,0
43302,46893,0
31643,1762,0
46425,11320,0
2224,9157,0
57047,56324,0
19400,17179,0
11058,15253,0
36769,47295,0
31127,48329,0
38787,14648,0
26974,17455,0
9618,21587,0
31148,35523,0
11459,20512,0
42933,11318,0
29446,21934,0
39382,34559,0
41752,50431,0
39815,45199,0
51400,9961,0
39235,12629,0
48066,23895,0
53601,34559,0
17460,12754,0
49907,34598,0
51556,32464,0
12371,10216,0
57035,37209,0
25288,33304,0
23451,31620,0
26927,21526,0
57050,3583,0
14128,6145,0
49567,5611,0
32971,3836,0
19612,39740,0
53897,39234,0
40999,30043,0
27445,13735,0
22893,14648,0
59966,41348,0
32373,51503,0
5599,31128,0
23621,33249,0
45113,29738,0
33646,52162,0
45174,3788,0
29277,42936,0
41961,45113,0
29729,7127,0
27015,2663,0
9231,57230,0
22250,28439,0
52128,32971,0
47175,46980,0
3577,37322,0
17047,41752,0
36505,46342,0
13349,27224,0
44244,50949,0
24686,47418,0
29447,29247,0
16191,17549,0
34403,51400,0
34015,25921,0
15862,15296,0
45273,58493,0
48187,5611,0
16239,8240,0
50431,18498,0
18185,18756,0
6874,3706,0
15853,47341,0
10499,27668,0
33662,37503,0
16406,59896,0
16781,38446,0
10810,44924,0
9212,36798,0
59986,52675,0
25907,46425,0
25208,21118,0
45027,47351,0
16919,23675,0
23196,40549,0
16387,37319,0
53287,9064,0
9984,22882,0
38755,33955,0
6408,26928,0
11942,25207,0
21587,47218,0
21934,7450,0
23895,45872,0
23895,38838,0
53609,12304,0
51641,27737,0
11935,37209,0
53651,59984,0
48483,17563,0
19581,45000,0
14101,44563,0
38835,44535,0
27000,33415,0
4359,41873,0
4106,2710,0
44563,46893,0
32318,18736,0
12837,45264,0
38422,48086,0
48009,54007,0
43249,23298,0
18847,2220,0
15864,3529,0
54974,37322,0
44563,11484,0
43509,34041,0
14788,13487,0
10597,2820,0
9481,44568,0
7003,11243,0
16042,11353,0
51502,31046,0
8519,29456,0
11320,26707,0
29157,19180,0
33057,18895,0
39382,48448,0
2615,9187,0
31128,35592,0
51501,4313,0
18185,45913,0
11353,34038,0
2233,18897,0
41455,4203,0
40549,9634,0
2365,46893,0
19260,7306,0
39003,39235,0
48009,8519,0
53997,11935,0
32373,12327,0
35558,58928,0
11353,38823,0
22001,49874,0
11935,49631,0
31653,45263,0
58809,17455,0
44990,43302,0
43677,15086,0
51537,2041,0
51566,25286,0
11196,12965,0
11426,20393,0
45259,25171,0
43919,8181,0
11284,47175,0
19465,11332,0
44834,44930,0
50776,42859,0
13755,14896,0
21552,58503,0
43514,45011,0
44535,22384,0
54940,41786,0
48388,45192,0
58439,33935,0
12884,23665,0
29184,59974,0
2211,39028,0
18756,16111,0
43634,12765,0
39771,48486,0
17053,43302,0
49516,42859,0
3943,10698,0
7003,6870,0
9101,3519,0
54392,2211,0
36737,39286,0
16761,56674,0
47175,52235,0
27392,29291,0
18487,40547,0
10406,43249,0
49551,40306,0
47378,2697,0
41784,11292,0
11304,11024,0
44824,27668,0
7168,53585,0
11284,12054,0
27006,25261,0
5566,46972,0
